datetime,date,amazon_price,amazon_discount,flipkart_price,flipkart_discount,day,month,year,weekend,dayofweek,weekofyear,quarter,is_month_start,is_month_end,amazon_price_lag_1,amazon_price_lag_2,amazon_price_lag_3,amazon_price_lag_7,amazon_price_lag_14,amazon_price_lag_30,amazon_price_roll_mean_3,amazon_price_roll_std_3,amazon_price_roll_mean_7,amazon_price_roll_std_7,amazon_price_roll_mean_14,amazon_price_roll_std_14,amazon_price_roll_mean_30,amazon_price_roll_std_30,amazon_price_change_1d,amazon_discount_change_1d
2024-08-09 19:26:37,2024-08-09,70900.0,21.13%,65499.0,18.02%,9,8,2024,0,4,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70912.46666666666,51.97594492068084,0.0,0.0
2024-08-10 19:26:37,2024-08-10,70900.0,21.13%,65499.0,18.02%,10,8,2024,1,5,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70909.16666666667,49.36988006156851,0.0,0.0
2024-08-11 19:26:37,2024-08-11,70900.0,21.13%,65499.0,18.02%,11,8,2024,1,6,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70905.86666666667,46.37607389276176,0.0,0.0
2024-08-12 19:26:37,2024-08-12,71290.0,20.7%,65499.0,18.02%,12,8,2024,0,0,33,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,71030.0,225.16660498401507,70955.71428571429,147.40614447326135,70927.85714285714,104.23188434610232,70915.56666666667,82.71958586018684,390.0,-0.4299999999999997
2024-08-13 19:26:37,2024-08-13,71290.0,20.7%,69999.0,12.39%,13,8,2024,0,1,33,3,False,False,71290.0,70900.0,70900.0,70900.0,70900.0,70999.0,71160.0,225.16660498401507,71011.42857142857,190.3005142247199,70955.71428571429,141.62324264467205,70925.26666666666,106.48779542528597,0.0,0.0
2024-08-14 19:26:37,2024-08-14,71290.0,20.7%,69999.0,12.39%,14,8,2024,0,2,33,3,False,False,71290.0,71290.0,70900.0,70900.0,70900.0,70999.0,71290.0,0.0,71067.14285714286,208.46376869148332,70983.57142857143,166.0679723143973,70934.96666666666,125.06839048567409,0.0,0.0
2024-08-15 19:26:37,2024-08-15,71290.0,20.7%,69999.0,12.39%,15,8,2024,0,3,33,3,False,False,71290.0,71290.0,71290.0,70900.0,70900.0,70999.0,71290.0,0.0,71122.85714285714,208.46376869149904,71011.42857142857,182.8348200661203,70944.66666666667,140.5342842771796,0.0,0.0
2024-08-16 19:26:37,2024-08-16,71290.0,20.7%,69999.0,12.39%,16,8,2024,0,4,33,3,False,False,71290.0,71290.0,71290.0,70900.0,70900.0,70790.0,71290.0,0.0,71178.57142857143,190.30051422477155,71039.28571428571,193.92561165863862,70961.33333333333,150.83065025816745,0.0,0.0
2024-08-17 19:26:37,2024-08-17,71290.0,20.7%,70249.0,12.08%,17,8,2024,1,5,33,3,False,False,71290.0,71290.0,71290.0,70900.0,70900.0,70790.0,71290.0,0.0,71234.28571428571,147.4061444733725,71067.14285714286,200.28551049518038,70978.0,158.66685984674405,0.0,0.0
2024-08-18 19:26:37,2024-08-18,71290.0,20.7%,70249.0,12.08%,18,8,2024,1,6,33,3,False,False,71290.0,71290.0,71290.0,70900.0,70900.0,70900.0,71290.0,0.0,71290.0,0.0,71095.0,202.36106344854056,70991.0,167.7713961888199,0.0,0.0
2024-08-19 19:26:37,2024-08-19,71290.0,20.7%,64999.0,18.65%,19,8,2024,0,0,34,3,False,False,71290.0,71290.0,71290.0,71290.0,70900.0,70900.0,71290.0,0.0,71290.0,0.0,71122.85714285714,200.28551049515562,71004.0,175.41281359197163,0.0,0.0
2024-08-20 19:26:37,2024-08-20,71290.0,20.7%,64999.0,18.65%,20,8,2024,0,1,34,3,False,False,71290.0,71290.0,71290.0,71290.0,70900.0,70900.0,71290.0,0.0,71290.0,0.0,71150.71428571429,193.92561165858814,71017.0,181.77572388232642,0.0,0.0
2024-08-21 19:26:37,2024-08-21,70499.0,21.58%,64999.0,18.65%,21,8,2024,0,2,34,3,False,False,71290.0,71290.0,71290.0,71290.0,70900.0,70900.0,71026.33333333333,456.684062929022,71177.0,298.96989815017724,71122.07142857143,254.0867399700171,71003.63333333333,204.05416510987595,-791.0,0.879999999999999
2024-08-22 19:26:37,2024-08-22,70499.0,21.58%,64999.0,18.65%,22,8,2024,0,3,34,3,False,False,70499.0,71290.0,71290.0,71290.0,70900.0,70900.0,70762.66666666667,456.684062929022,71064.0,385.9684788510355,71093.42857142857,299.57629419562005,70990.26666666666,223.30278397988872,0.0,0.0
2024-08-23 19:26:37,2024-08-23,70499.0,21.58%,65099.0,18.52%,23,8,2024,0,4,34,3,False,False,70499.0,70499.0,71290.0,71290.0,70900.0,70900.0,70499.0,0.0,70951.0,422.8072847053422,71064.78571428571,336.3997572878528,70976.9,240.25092486062306,0.0,0.0
2024-08-24 19:26:37,2024-08-24,70499.0,21.58%,65249.0,18.34%,24,8,2024,1,5,34,3,False,False,70499.0,70499.0,70499.0,71290.0,70900.0,70900.0,70499.0,0.0,70838.0,422.8072847053277,71036.14285714286,367.17379182973883,70963.53333333334,255.35705000711502,0.0,0.0
2024-08-25 19:26:37,2024-08-25,70499.0,21.58%,64999.0,18.65%,25,8,2024,1,6,34,3,False,False,70499.0,70499.0,70499.0,71290.0,70900.0,70900.0,70499.0,0.0,70725.0,385.9684788509897,71007.5,393.32092005623923,70950.16666666667,268.9317415423908,0.0,0.0
2024-08-26 19:26:37,2024-08-26,70499.0,21.58%,69999.0,12.39%,26,8,2024,0,0,35,3,False,False,70499.0,70499.0,70499.0,71290.0,71290.0,70900.0,70499.0,0.0,70612.0,298.96989815007964,70951.0,406.2200994914211,70936.8,281.19687544218186,0.0,0.0
2024-08-27 19:26:37,2024-08-27,70499.0,21.58%,65999.0,17.4%,27,8,2024,0,1,35,3,False,False,70499.0,70499.0,70499.0,71290.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70894.5,410.4297466353262,70923.43333333333,292.3173385836088,0.0,0.0
2024-08-28 19:26:37,2024-08-28,70499.0,21.58%,65999.0,17.4%,28,8,2024,0,2,35,3,False,False,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70838.0,406.2200994914473,70910.06666666667,302.41943165659507,0.0,0.0
2024-08-29 19:26:37,2024-08-29,70499.0,21.58%,65999.0,17.4%,29,8,2024,0,3,35,3,False,False,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70781.5,393.3209200562934,70896.7,311.6022165825002,0.0,0.0
2024-08-30 19:26:37,2024-08-30,70499.0,21.58%,65999.0,17.4%,30,8,2024,0,4,35,3,False,False,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70725.0,370.82651967247625,70883.33333333333,319.9448587545865,0.0,0.0
2024-08-31 19:26:37,2024-08-31,70499.0,21.58%,65999.0,17.4%,31,8,2024,1,5,35,3,False,True,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70668.5,336.8199130785741,70869.96666666666,327.51156687450424,0.0,0.0
2024-09-01 19:26:37,2024-09-01,70499.0,21.58%,65999.0,17.4%,1,9,2024,1,6,35,3,True,False,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70499.0,0.0,70499.0,0.0,70612.0,287.2409870048135,70856.6,334.3550250234457,0.0,0.0
2024-09-02 19:26:37,2024-09-02,69999.0,22.14%,65999.0,17.4%,2,9,2024,0,0,36,3,False,False,70499.0,70499.0,70499.0,70499.0,71290.0,70900.0,70332.33333333333,288.67513459485843,70427.57142857143,188.9822365042119,70519.78571428571,258.64028437857144,70826.56666666667,368.9939428837,-500.0,0.5600000000000023
2024-09-03 19:26:37,2024-09-03,69999.0,22.14%,69999.0,12.39%,3,9,2024,0,1,36,3,False,False,69999.0,70499.0,70499.0,70499.0,71290.0,70900.0,70165.66666666667,288.67513459485843,70356.14285714286,243.9750182368021,70427.57142857143,181.56825980105074,70796.53333333334,398.31340401232774,0.0,0.0
2024-09-04 19:26:37,2024-09-04,69999.0,22.14%,69999.0,12.39%,4,9,2024,0,2,36,3,False,False,69999.0,69999.0,70499.0,70499.0,70499.0,70900.0,69999.0,0.0,70284.71428571429,267.2612419121014,70391.85714285714,212.9076568135263,70766.5,423.41988209283903,0.0,0.0
2024-09-05 19:26:37,2024-09-05,69999.0,22.14%,69999.0,12.39%,5,9,2024,0,3,36,3,False,False,69999.0,69999.0,69999.0,70499.0,70499.0,70900.0,69999.0,0.0,70213.28571428571,267.2612419120784,70356.14285714286,234.4036154695945,70736.46666666666,445.0269835546345,0.0,0.0
2024-09-06 19:26:37,2024-09-06,69999.0,22.14%,69999.0,12.39%,6,9,2024,0,4,36,3,False,False,69999.0,69999.0,69999.0,70499.0,70499.0,70900.0,69999.0,0.0,70141.85714285714,243.97501823672647,70320.42857142857,248.62257904976292,70706.43333333333,463.6242297772599,0.0,0.0
2024-09-07 19:26:37,2024-09-07,69999.0,22.14%,69999.0,12.39%,7,9,2024,1,5,36,3,False,False,69999.0,69999.0,69999.0,70499.0,70499.0,70900.0,69999.0,0.0,70070.42857142857,188.98223650404915,70284.71428571429,256.77629550688937,70676.4,479.5619121510543,0.0,0.0
2024-09-08 19:26:37,2024-09-08,69999.0,22.14%,69999.0,12.39%,8,9,2024,1,6,36,3,False,False,69999.0,69999.0,69999.0,70499.0,70499.0,70900.0,69999.0,0.0,69999.0,0.0,70249.0,259.4372608317369,70646.36666666667,493.0979816831449,0.0,0.0
2024-09-09 19:26:37,2024-09-09,69999.0,22.14%,69999.0,12.39%,9,9,2024,0,0,37,3,False,False,69999.0,69999.0,69999.0,69999.0,70499.0,70900.0,69999.0,0.0,69999.0,0.0,70213.28571428571,256.77629550691563,70616.33333333333,504.42581446492704,0.0,0.0
2024-09-10 19:26:37,2024-09-10,69900.0,22.25%,69999.0,12.39%,10,9,2024,0,1,37,3,False,False,69999.0,69999.0,69999.0,69999.0,70499.0,70900.0,69966.0,57.15767665001354,69984.85714285714,37.41848282480337,70170.5,255.40759280360973,70583.0,517.8952763263309,-99.0,0.10999999999999943
2024-09-11 19:26:37,2024-09-11,69900.0,22.25%,69900.0,12.52%,11,9,2024,0,2,37,3,False,False,69900.0,69999.0,69999.0,69999.0,70499.0,71290.0,69933.0,57.15767665001354,69970.71428571429,48.30705360850951,70127.71428571429,246.14861945041645,70536.66666666667,514.630321508391,0.0,0.0
2024-09-12 19:26:37,2024-09-12,69900.0,22.25%,69900.0,12.52%,12,9,2024,0,3,37,3,False,False,69900.0,69900.0,69999.0,69999.0,70499.0,71290.0,69900.0,0.0,69956.57142857143,52.917725896399425,70084.92857142857,228.04030152823742,70490.33333333333,506.9828490147682,0.0,0.0
2024-09-13 19:26:37,2024-09-13,69900.0,22.25%,69900.0,12.52%,13,9,2024,0,4,37,3,False,False,69900.0,69900.0,69900.0,69999.0,70499.0,71290.0,69900.0,0.0,69942.42857142857,52.91772589636912,70042.14285714286,198.67749558761065,70444.0,494.74967547137487,0.0,0.0
2024-09-14 19:26:37,2024-09-14,69900.0,22.25%,69900.0,12.52%,14,9,2024,1,5,37,3,False,False,69900.0,69900.0,69900.0,69999.0,70499.0,71290.0,69900.0,0.0,69928.28571428571,48.3070536084091,69999.35714285714,151.6583240477509,70397.66666666667,477.5785426163203,0.0,0.0
2024-09-15 19:26:37,2024-09-15,69900.0,22.25%,69900.0,12.52%,15,9,2024,1,6,37,3,False,False,69900.0,69900.0,69900.0,69999.0,70499.0,71290.0,69900.0,0.0,69914.14285714286,37.41848282458482,69956.57142857143,50.84170651257741,70351.33333333333,454.9106265637507,0.0,0.0
2024-09-16 19:26:37,2024-09-16,69900.0,22.25%,64999.0,18.65%,16,9,2024,0,0,38,3,False,False,69900.0,69900.0,69900.0,69999.0,69999.0,71290.0,69900.0,0.0,69900.0,0.0,69949.5,51.3685776468811,70305.0,425.8690911046707,0.0,0.0
2024-09-17 19:26:37,2024-09-17,69900.0,22.25%,64999.0,18.65%,17,9,2024,0,1,38,3,False,False,69900.0,69900.0,69900.0,69900.0,69999.0,71290.0,69900.0,0.0,69900.0,0.0,69942.42857142857,50.84170651259524,70258.66666666667,389.02914821464276,0.0,0.0
2024-09-18 19:26:37,2024-09-18,69900.0,22.25%,64998.0,18.65%,18,9,2024,0,2,38,3,False,False,69900.0,69900.0,69900.0,69900.0,69999.0,71290.0,69900.0,0.0,69900.0,0.0,69935.35714285714,49.22727065416795,70212.33333333333,341.87902007508563,0.0,0.0
2024-09-19 19:26:37,2024-09-19,69900.0,22.25%,64999.0,18.65%,19,9,2024,0,3,38,3,False,False,69900.0,69900.0,69900.0,69900.0,69999.0,71290.0,69900.0,0.0,69900.0,0.0,69928.28571428571,46.411915865445536,70166.0,279.2440534353226,0.0,0.0
2024-09-20 19:26:37,2024-09-20,65900.0,26.7%,64998.0,18.65%,20,9,2024,0,4,38,3,False,False,69900.0,69900.0,69900.0,69900.0,69999.0,70499.0,68566.66666666667,2309.4010767585114,69328.57142857143,1511.8578920367825,69635.5,1075.9596610969966,70012.7,823.0343416807506,-4000.0,4.449999999999999
2024-09-21 19:26:37,2024-09-21,65900.0,26.7%,63999.0,19.9%,21,9,2024,1,5,38,3,False,False,65900.0,69900.0,69900.0,69900.0,69999.0,70499.0,67233.33333333333,2309.4010767585114,68757.14285714286,1951.8001458969372,69342.71428571429,1458.9685201735688,69859.4,1108.2288945692853,0.0,0.0
2024-09-22 19:26:37,2024-09-22,65900.0,26.7%,63999.0,19.9%,22,9,2024,1,6,38,3,False,False,65900.0,65900.0,69900.0,69900.0,69999.0,70499.0,65900.0,0.0,68185.71428571429,2138.089935299251,69049.92857142857,1707.2943265830788,69706.1,1315.4217980922208,0.0,0.0
2024-09-23 19:26:37,2024-09-23,65900.0,26.7%,63999.0,19.9%,23,9,2024,0,0,39,3,False,False,65900.0,65900.0,65900.0,69900.0,69999.0,70499.0,65900.0,0.0,67614.28571428571,2138.0899352992237,68757.14285714286,1875.2289237540867,69552.8,1477.7940316565082,0.0,0.0
2024-09-24 19:26:37,2024-09-24,65900.0,26.7%,63999.0,19.9%,24,9,2024,0,1,39,3,False,False,65900.0,65900.0,65900.0,69900.0,69900.0,70499.0,65900.0,0.0,67042.85714285714,1951.8001458968477,68471.42857142857,1988.980632395497,69399.5,1608.9727661052998,0.0,0.0
2024-09-25 19:26:37,2024-09-25,69900.0,22.25%,54999.0,31.17%,25,9,2024,0,2,39,3,False,False,65900.0,65900.0,65900.0,69900.0,69900.0,70499.0,67233.33333333333,2309.4010767585114,67042.85714285714,1951.8001458968477,68471.42857142857,1988.980632395497,69379.53333333334,1598.540794369646,4000.0,-4.449999999999999
2024-09-26 19:26:37,2024-09-26,69900.0,22.25%,63999.0,19.9%,26,9,2024,0,3,39,3,False,False,69900.0,65900.0,65900.0,69900.0,69900.0,70499.0,68566.66666666667,2309.4010767585114,67042.85714285714,1951.8001458968477,68471.42857142857,1988.980632395497,69359.56666666667,1587.780573811848,0.0,0.0
2024-09-27 19:26:37,2024-09-27,69900.0,22.25%,54999.0,31.17%,27,9,2024,0,4,39,3,False,False,69900.0,69900.0,65900.0,65900.0,69900.0,70499.0,69900.0,0.0,67614.28571428571,2138.0899352992237,68471.42857142857,1988.980632395497,69339.6,1576.6853839620526,0.0,0.0
2024-09-28 19:26:37,2024-09-28,69900.0,22.25%,54999.0,31.17%,28,9,2024,1,5,39,3,False,False,69900.0,69900.0,69900.0,65900.0,69900.0,70499.0,69900.0,0.0,68185.71428571429,2138.0899352992506,68471.42857142857,1988.980632395497,69319.63333333333,1565.248101592777,0.0,0.0
2024-09-29 19:26:37,2024-09-29,69900.0,22.25%,55749.0,30.23%,29,9,2024,1,6,39,3,False,False,69900.0,69900.0,69900.0,65900.0,69900.0,70499.0,69900.0,0.0,68757.14285714286,1951.800145896937,68471.42857142857,1988.980632395497,69299.66666666667,1553.461170803751,0.0,0.0
2024-09-30 19:26:37,2024-09-30,69900.0,22.25%,55999.0,29.91%,30,9,2024,0,0,40,3,False,True,69900.0,69900.0,69900.0,65900.0,69900.0,70499.0,69900.0,0.0,69328.57142857143,1511.857892036782,68471.42857142857,1988.980632395497,69279.7,1541.31657000276,0.0,0.0
2024-10-01 19:26:37,2024-10-01,69900.0,22.25%,58249.0,27.1%,1,10,2024,0,1,40,4,True,False,69900.0,69900.0,69900.0,65900.0,69900.0,70499.0,69900.0,0.0,69900.0,0.0,68471.42857142857,1988.980632395497,69259.73333333334,1528.8057753848682,0.0,0.0
2024-10-02 19:26:37,2024-10-02,69900.0,22.25%,58249.0,27.1%,2,10,2024,0,2,40,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69999.0,69900.0,0.0,69900.0,0.0,68471.42857142857,1988.980632395497,69256.43333333333,1527.2610752433834,0.0,0.0
2024-10-03 19:26:37,2024-10-03,69900.0,22.25%,58249.0,27.1%,3,10,2024,0,3,40,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69999.0,69900.0,0.0,69900.0,0.0,68471.42857142857,1988.980632395497,69253.13333333333,1525.707427399677,0.0,0.0
2024-10-04 19:26:37,2024-10-04,69900.0,22.25%,58249.0,27.1%,4,10,2024,0,4,40,4,False,False,69900.0,69900.0,69900.0,69900.0,65900.0,69999.0,69900.0,0.0,69900.0,0.0,68757.14285714286,1875.2289237540867,69249.83333333333,1524.1448044910373,0.0,0.0
2024-10-05 19:26:37,2024-10-05,69900.0,22.25%,58249.0,27.1%,5,10,2024,1,5,40,4,False,False,69900.0,69900.0,69900.0,69900.0,65900.0,69999.0,69900.0,0.0,69900.0,0.0,69042.85714285714,1703.2612545053835,69246.53333333334,1522.5731788840305,0.0,0.0
2024-10-06 19:26:37,2024-10-06,69900.0,22.25%,58249.0,27.1%,6,10,2024,1,6,40,4,False,False,69900.0,69900.0,69900.0,69900.0,65900.0,69999.0,69900.0,0.0,69900.0,0.0,69328.57142857143,1452.5460784052311,69243.23333333334,1520.9925226714756,0.0,0.0
2024-10-07 19:26:37,2024-10-07,69900.0,22.25%,58999.0,26.16%,7,10,2024,0,0,41,4,False,False,69900.0,69900.0,69900.0,69900.0,65900.0,69999.0,69900.0,0.0,69900.0,0.0,69614.28571428571,1069.0449676498183,69239.93333333333,1519.4028076693728,0.0,0.0
2024-10-08 19:26:37,2024-10-08,69900.0,22.25%,58999.0,26.16%,8,10,2024,0,1,41,4,False,False,69900.0,69900.0,69900.0,69900.0,65900.0,69999.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69236.63333333333,1517.8040054137834,0.0,0.0
2024-10-09 19:26:37,2024-10-09,69900.0,22.25%,57999.0,27.41%,9,10,2024,0,2,41,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69999.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-10 19:26:37,2024-10-10,69900.0,22.25%,57999.0,27.41%,10,10,2024,0,3,41,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-11 19:26:37,2024-10-11,69900.0,22.25%,57999.0,27.41%,11,10,2024,0,4,41,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-12 19:26:37,2024-10-12,69900.0,22.25%,57999.0,27.41%,12,10,2024,1,5,41,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-13 19:26:37,2024-10-13,69900.0,22.25%,57999.0,27.41%,13,10,2024,1,6,41,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-14 19:26:37,2024-10-14,69900.0,22.25%,57999.0,27.41%,14,10,2024,0,0,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-15 19:26:37,2024-10-15,69900.0,22.25%,57999.0,27.41%,15,10,2024,0,1,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-16 19:26:37,2024-10-16,69900.0,22.25%,57999.0,27.41%,16,10,2024,0,2,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-17 19:26:37,2024-10-17,69900.0,22.25%,58999.0,26.16%,17,10,2024,0,3,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-18 19:26:37,2024-10-18,69900.0,22.25%,62999.0,21.15%,18,10,2024,0,4,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-19 19:26:37,2024-10-19,69900.0,22.25%,62999.0,21.15%,19,10,2024,1,5,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69233.33333333333,1516.1960871576582,0.0,0.0
2024-10-20 19:26:37,2024-10-20,69900.0,22.25%,54999.0,31.17%,20,10,2024,1,6,42,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,65900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69366.66666666667,1382.983614566885,0.0,0.0
2024-10-21 19:26:37,2024-10-21,69900.0,22.25%,57999.0,27.41%,21,10,2024,0,0,43,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,65900.0,69900.0,0.0,69900.0,0.0,69900.0,0.0,69500.0,1220.514306517289,0.0,0.0
2024-10-22 19:26:37,2024-10-22,66900.0,25.58%,57999.0,27.41%,22,10,2024,0,1,43,4,False,False,69900.0,69900.0,69900.0,69900.0,69900.0,65900.0,68900.0,1732.0508075688854,69471.42857142857,1133.8934190275272,69685.71428571429,801.7837257374254,69533.33333333333,1129.031728375138,-3000.0,3.3299999999999983
2024-10-23 19:26:37,2024-10-23,66900.0,25.58%,55999.0,29.91%,23,10,2024,0,2,43,4,False,False,66900.0,69900.0,69900.0,69900.0,69900.0,65900.0,67900.0,1732.0508075688854,69042.85714285714,1463.8501094226463,69471.42857142857,1089.4095588039731,69566.66666666667,1028.334218222564,0.0,0.0
2024-10-24 19:26:37,2024-10-24,66900.0,25.58%,55999.0,29.91%,24,10,2024,0,3,43,4,False,False,66900.0,66900.0,69900.0,69900.0,69900.0,65900.0,66900.0,0.0,68614.28571428571,1603.5674514743744,69257.14285714286,1277.4459408790833,69600.0,915.3857298878767,0.0,0.0
2024-10-25 19:26:37,2024-10-25,66900.0,25.58%,56249.0,29.6%,25,10,2024,0,4,43,4,False,False,66900.0,66900.0,66900.0,69900.0,69900.0,69900.0,66900.0,0.0,68185.71428571429,1603.567451474343,69042.85714285714,1406.42169281561,69500.0,1037.2377109250824,0.0,0.0
2024-10-26 19:26:37,2024-10-26,66900.0,25.58%,56499.0,29.29%,26,10,2024,1,5,43,4,False,False,66900.0,66900.0,66900.0,69900.0,69900.0,69900.0,66900.0,0.0,67757.14285714286,1463.8501094225428,68828.57142857143,1491.735474296668,69400.0,1137.1470653681674,0.0,0.0
2024-10-27 19:26:37,2024-10-27,66900.0,25.58%,56499.0,29.29%,27,10,2024,1,6,43,4,False,False,66900.0,66900.0,66900.0,69900.0,69900.0,69900.0,66900.0,0.0,67328.57142857143,1133.8934190273055,68614.28571428571,1540.6577730394195,69300.0,1220.5143065172776,0.0,0.0
2024-10-28 19:26:37,2024-10-28,66900.0,25.58%,56499.0,29.29%,28,10,2024,0,0,44,4,False,False,66900.0,66900.0,66900.0,69900.0,69900.0,69900.0,66900.0,0.0,66900.0,0.0,68400.0,1556.6235649884534,69200.0,1290.5492014560518,0.0,0.0
2024-10-29 19:26:37,2024-10-29,66900.0,25.58%,56599.0,29.16%,29,10,2024,0,1,44,4,False,False,66900.0,66900.0,66900.0,66900.0,69900.0,69900.0,66900.0,0.0,66900.0,0.0,68185.71428571429,1540.6577730394379,69100.0,1349.329335326236,0.0,0.0
2024-10-30 19:26:37,2024-10-30,66900.0,25.58%,56599.0,29.16%,30,10,2024,0,2,44,4,False,False,66900.0,66900.0,66900.0,66900.0,69900.0,69900.0,66900.0,0.0,66900.0,0.0,67971.42857142857,1491.735474296706,69000.0,1398.274799098023,0.0,0.0
2024-10-31 19:26:37,2024-10-31,67900.0,24.47%,56599.0,29.16%,31,10,2024,0,3,44,4,False,True,66900.0,66900.0,66900.0,66900.0,69900.0,69900.0,67233.33333333333,577.3502691896521,67042.85714285714,377.96447300801333,67828.57142857143,1384.7680013572406,68933.33333333333,1401.5590662157115,1000.0,-1.1099999999999994
2024-11-01 19:26:37,2024-11-01,67900.0,24.47%,57999.0,27.41%,1,11,2024,0,4,44,4,True,False,67900.0,66900.0,66900.0,66900.0,69900.0,69900.0,67566.66666666667,577.3502691896521,67185.71428571429,487.9500364733594,67685.71428571429,1251.372872462317,68866.66666666667,1401.5590662157076,0.0,0.0
2024-11-02 19:26:37,2024-11-02,67900.0,24.47%,57999.0,27.41%,2,11,2024,1,5,44,4,False,False,67900.0,67900.0,66900.0,66900.0,69900.0,69900.0,67900.0,0.0,67328.57142857143,534.5224838240499,67542.85714285714,1081.8177620700305,68800.0,1398.2747990980113,0.0,0.0
2024-11-03 19:26:37,2024-11-03,67900.0,24.47%,57999.0,27.41%,3,11,2024,1,6,44,4,False,False,67900.0,67900.0,67900.0,66900.0,69900.0,69900.0,67900.0,0.0,67471.42857142857,534.5224838240802,67400.0,854.850414265434,68733.33333333333,1391.683013187583,0.0,0.0
2024-11-04 19:26:37,2024-11-04,67900.0,24.47%,57999.0,27.41%,4,11,2024,0,0,45,4,False,False,67900.0,67900.0,67900.0,66900.0,69900.0,69900.0,67900.0,0.0,67614.28571428571,487.9500364734568,67257.14285714286,497.2451580994171,68666.66666666667,1381.7363722137106,0.0,0.0
2024-11-05 19:26:37,2024-11-05,67900.0,24.47%,57999.0,27.41%,5,11,2024,0,1,45,4,False,False,67900.0,67900.0,67900.0,66900.0,66900.0,69900.0,67900.0,0.0,67757.14285714286,377.96447300822206,67328.57142857143,513.5525910136407,68600.0,1368.3617186631936,0.0,0.0
2024-11-06 19:26:37,2024-11-06,67900.0,24.47%,57999.0,27.41%,6,11,2024,0,2,45,4,False,False,67900.0,67900.0,67900.0,66900.0,66900.0,69900.0,67900.0,0.0,67900.0,0.0,67400.0,518.8745216633035,68533.33333333333,1351.4572807190846,0.0,0.0
2024-11-07 19:26:37,2024-11-07,67900.0,24.47%,57999.0,27.41%,7,11,2024,0,3,45,4,False,False,67900.0,67900.0,67900.0,67900.0,66900.0,69900.0,67900.0,0.0,67900.0,0.0,67471.42857142857,513.5525910136265,68466.66666666667,1330.8885632597132,0.0,0.0
